Name,Account Name,Account Industry,Net Revenue Per Quarter,Days Since Last Deal,New Customer,Successful Deals Closed,Will this customer continue to do business with us?
xKJVprEJ,Express Logistics and Transport,Engineering,35781,113,False,63,1
rjtfZAFd,Burlington Textiles Corp of America,Engineering,91273,524,False,6,1
QCQZHzkn,United Oil & Gas Corp.,Technology,90361,384,False,44,1
owdXAXhT,United Oil & Gas Corp.,Media,62445,100,False,53,1
kfCJsojy,Grand Hotels & Resorts Ltd,Banking,43282,293,False,64,1
ATSmSbKs,Express Logistics and Transport,Consulting,2662,361,False,71,1
TPriiRxL,Edge Communications,Chemicals,45862,319,False,3,1
MtIpKHnV,Edge Communications,Banking,68254,765,False,87,1
UWhrfIAN,Dickenson plc,Chemicals,47787,366,False,68,0
CecvHdQX,Edge Communications,Education,41336,620,False,69,1
zjweXwsx,United Oil & Gas Corp.,Technology,38334,104,False,38,1
QJKEnhgl,United Oil & Gas Corp.,Apparel,55454,296,False,23,1
xyOIlZEv,Grand Hotels & Resorts Ltd,Healthcare,32885,-1,True,62,1
ZSIIFufz,"United Oil & Gas, Singapore",Retail,30940,294,False,33,1
fZNNcpot,University of Arizona,Healthcare,13430,116,False,5,0
kGrMCrdR,Grand Hotels & Resorts Ltd,Government,95797,452,False,71,0
FLJIpakn,"United Oil & Gas, UK",Healthcare,8821,30,False,21,1
fzEPSOZR,Express Logistics and Transport,Healthcare,12327,327,False,99,1
zpJnlsFa,Dickenson plc,Engineering,14052,624,False,39,1
wbyYpGMp,sForce,Engineering,32696,541,False,4,1
ooWwEbFt,GenePoint,Chemicals,61745,-1,True,24,1
dEOKGqsO,United Oil & Gas Corp.,Consulting,41126,-1,True,52,1
ofIXXFtf,Express Logistics and Transport,Apparel,2013,771,False,5,1
EZEdUyNt,GenePoint,Banking,5041,665,False,87,1
kBfRMAtJ,United Oil & Gas Corp.,Chemicals,59964,53,False,58,1
gFRDoQcH,sForce,Apparel,47102,680,False,37,1
XnGKWTaB,Dickenson plc,Education,72036,176,False,70,1
oVoXGwvj,"United Oil & Gas, UK",Healthcare,85759,100,False,4,1
jTYXPcDQ,sForce,Banking,18103,63,False,53,0
IhhumQNh,United Oil & Gas Corp.,Apparel,99124,348,False,39,1
mWwpOxjY,Grand Hotels & Resorts Ltd,Healthcare,4023,477,False,73,1
muQUzHGJ,Pyramid Construction Inc.,Government,44994,175,False,1,1
lSwHYINP,Dickenson plc,Government,35171,-1,True,84,0
DKCeStBO,Pyramid Construction Inc.,Healthcare,13974,453,False,82,1
aRuAmMhp,Dickenson plc,Healthcare,52899,372,False,93,1
WegvCTrG,Pyramid Construction Inc.,Healthcare,46487,681,False,66,1
pSFgqllt,Grand Hotels & Resorts Ltd,Media,72639,331,False,40,1
JhsAQEUT,Dickenson plc,Technology,36983,221,False,71,1
QmfIZuSK,sForce,Engineering,22887,267,False,79,1
sHQeviom,Express Logistics and Transport,Media,99946,52,False,77,1
ztijUrGt,Grand Hotels & Resorts Ltd,Retail,35052,428,False,47,1
QsUbyOEi,Express Logistics and Transport,Banking,26873,387,False,83,1
xJgrPiXN,"United Oil & Gas, UK",Electronics,69239,652,False,37,1
UjRZLawK,sForce,Healthcare,51434,-1,True,38,1
TWXHxDXa,Grand Hotels & Resorts Ltd,Electronics,86570,357,False,1,1
aqFEAtIk,Dickenson plc,Healthcare,89546,-1,True,55,1
ynSkfOyo,"United Oil & Gas, UK",Banking,81586,-1,True,17,1
kGSpAYWF,Pyramid Construction Inc.,Media,40555,551,False,17,1
fcUcPJqe,"United Oil & Gas, Singapore",Retail,57581,697,False,32,1
gUMaMRuj,sForce,Chemicals,19370,472,False,26,1
AQKzJVZs,Grand Hotels & Resorts Ltd,Technology,30998,468,False,89,1
orltUbvC,"United Oil & Gas, Singapore",Banking,25351,574,False,99,1
iHpygcAA,Burlington Textiles Corp of America,Technology,21003,100,False,86,1
CrznCVCZ,GenePoint,Electronics,93668,330,False,59,1
KPsJjNdA,Grand Hotels & Resorts Ltd,Electronics,93757,103,False,4,1
IIORshaO,Dickenson plc,Media,78163,-1,True,55,1
IoMNwbyU,"United Oil & Gas, UK",Healthcare,78850,493,False,29,1
JmezAcBF,Pyramid Construction Inc.,Banking,9517,349,False,33,1
FNPZmAQu,Burlington Textiles Corp of America,Banking,50155,714,False,15,1
CzbaYnLS,Burlington Textiles Corp of America,Chemicals,3805,742,False,36,1
BnyXSpwC,"United Oil & Gas, Singapore",Government,47771,585,False,42,1
LACyeJby,Edge Communications,Education,18201,578,False,80,1
yxpcCRKx,Edge Communications,Finance,23989,296,False,40,1
TTrpNsEW,Edge Communications,Technology,48767,50,False,80,1
UxeTnsta,Express Logistics and Transport,Technology,57880,-1,True,84,1
yutEyxWA,sForce,Banking,20229,-1,True,96,1
MiAAhNSE,Pyramid Construction Inc.,Healthcare,53611,336,False,52,1
gWuEsQov,"United Oil & Gas, Singapore",Technology,34163,544,False,95,1
TUNTEXQP,Dickenson plc,Government,53402,713,False,61,1
qXaTnkJp,GenePoint,Government,86430,254,False,68,0
eXBqSQPc,United Oil & Gas Corp.,Engineering,93053,36,False,33,1
KjGGLTzl,Burlington Textiles Corp of America,Finance,47517,39,False,36,1
DqnwWdnb,University of Arizona,Chemicals,8086,294,False,88,1
zIvJjGuO,sForce,Technology,40579,101,False,55,1
fdZqvyyB,Pyramid Construction Inc.,Apparel,92625,661,False,79,1
DOphYFZJ,Grand Hotels & Resorts Ltd,Retail,47481,414,False,10,0
AjqjJoBD,Edge Communications,Media,24045,600,False,95,1
BmyBQxLD,GenePoint,Education,49223,159,False,46,1
xKKPQRtM,Express Logistics and Transport,Media,12119,227,False,17,0
VDxyvyXZ,Dickenson plc,Media,83451,-1,True,18,1
OKlvaoOd,GenePoint,Technology,53367,387,False,17,1
RRWlcoMO,Edge Communications,Healthcare,60800,103,False,25,1
fuUtiRRb,Edge Communications,Technology,7689,489,False,1,1
rgrflWoi,Pyramid Construction Inc.,Education,57020,501,False,30,1
MyRUMtfj,University of Arizona,Media,52480,-1,True,77,1
INsnvUGI,"United Oil & Gas, Singapore",Media,92531,120,False,66,1
vOWtQhqk,Express Logistics and Transport,Electronics,64141,532,False,8,1
LAjpNXpK,GenePoint,Consulting,38760,662,False,54,1
vvuKTYdm,"United Oil & Gas, Singapore",Technology,29647,619,False,1,1
TCRfpOKn,Pyramid Construction Inc.,Consulting,75660,534,False,58,1
iUCBQFxP,University of Arizona,Apparel,37979,-1,True,60,1
nmGYbXru,GenePoint,Electronics,74571,339,False,33,1
tnUYqEzI,sForce,Education,97594,274,False,35,0
yTzhlwXI,GenePoint,Media,64664,-1,True,46,1
NnytCmJL,"United Oil & Gas, UK",Finance,93546,-1,True,78,1
MsILqpPH,sForce,Education,91436,108,False,64,1
kXVUjOwh,Edge Communications,Apparel,32823,126,False,59,1
BXWJABFw,Edge Communications,Government,18765,133,False,94,1
BYjxBalN,University of Arizona,Media,79330,-1,True,97,0
SyRmHcyJ,Pyramid Construction Inc.,Electronics,5186,504,False,35,1
QKbalsFZ,sForce,Banking,78527,640,False,9,1
qoMUOFJb,University of Arizona,Technology,11307,748,False,18,1
mKUXicQc,United Oil & Gas Corp.,Government,74128,-1,True,20,1
LNFDsRHe,Burlington Textiles Corp of America,Retail,57671,435,False,32,1
IMblwawL,Edge Communications,Electronics,71523,446,False,63,1
EcwXKhNw,Express Logistics and Transport,Government,35525,137,False,51,1
mxTPagNf,sForce,Healthcare,6742,145,False,91,1
BsnYTpAq,Edge Communications,Electronics,32164,509,False,1,1
RBUMEclL,Burlington Textiles Corp of America,Technology,20786,285,False,86,1
oOJaPVQA,Burlington Textiles Corp of America,Government,44228,168,False,7,1
uDcjCdWK,GenePoint,Banking,40325,-1,True,55,0
yXkdqIaG,Express Logistics and Transport,Chemicals,81721,89,False,86,0
QjYzwctk,Edge Communications,Finance,57868,674,False,28,1
zdYAYhmW,Pyramid Construction Inc.,Banking,40971,476,False,1,1
rnYMDRrn,Pyramid Construction Inc.,Banking,22473,-1,True,69,1
sPsndmrC,United Oil & Gas Corp.,Engineering,40142,38,False,41,1
LRFVMJMV,Burlington Textiles Corp of America,Retail,96313,567,False,56,1
EDeHawtm,Burlington Textiles Corp of America,Technology,31254,160,False,55,1
LLkEynnn,sForce,Healthcare,14672,644,False,42,1
tFKsDBKX,Pyramid Construction Inc.,Finance,43953,-1,True,51,1
iQIsXNTX,Dickenson plc,Media,4501,432,False,100,1
iuumWMDp,Express Logistics and Transport,Media,24991,201,False,50,1
SpWeDBfG,Express Logistics and Transport,Engineering,65336,770,False,89,1
ONirqdMs,Pyramid Construction Inc.,Banking,85004,248,False,8,1
GSHvSbNE,"United Oil & Gas, Singapore",Engineering,16002,649,False,39,1
veTmNvwD,GenePoint,Apparel,42863,276,False,13,1
qDxNRVPK,Edge Communications,Banking,6168,417,False,70,1
IaLGFtwX,University of Arizona,Chemicals,91480,396,False,43,1
IcFukLGX,University of Arizona,Electronics,76529,-1,True,15,1
kRburxJe,Dickenson plc,Technology,29022,741,False,82,0
ssCwxJXw,United Oil & Gas Corp.,Consulting,62261,402,False,13,1
CGAxqLVR,sForce,Electronics,34325,687,False,97,1
szZbhqqs,Express Logistics and Transport,Government,55090,220,False,38,1
fmjUbteg,Dickenson plc,Media,89852,53,False,57,1
XTxSStBc,sForce,Engineering,73980,-1,True,53,1
IowKAbYX,Burlington Textiles Corp of America,Retail,85451,568,False,91,1
tBFzbFvN,Burlington Textiles Corp of America,Banking,77270,103,False,92,1
AZxpZUyW,Grand Hotels & Resorts Ltd,Education,61605,265,False,77,1
MAhmnssE,Edge Communications,Banking,29746,376,False,52,1
AgBRaEZa,Burlington Textiles Corp of America,Retail,85212,90,False,26,1
fTbqLvWR,Pyramid Construction Inc.,Finance,24590,-1,True,40,1
cCmYlboy,University of Arizona,Finance,71806,252,False,77,1
PQVEzdDj,GenePoint,Chemicals,81966,351,False,42,1
SaZuRXSU,Edge Communications,Chemicals,86541,461,False,97,0
UIMJgsVu,Pyramid Construction Inc.,Chemicals,94175,495,False,43,1
izMaAeYn,University of Arizona,Healthcare,41104,787,False,76,1
TocEMlgX,"United Oil & Gas, Singapore",Consulting,6135,224,False,30,1
jXTcibgh,"United Oil & Gas, UK",Government,43628,306,False,76,0
DQeclILR,GenePoint,Electronics,92950,329,False,64,0
xfRCWdHY,"United Oil & Gas, UK",Government,96300,446,False,36,0
plVfbznX,Express Logistics and Transport,Apparel,31821,378,False,40,0
jASjTtsO,United Oil & Gas Corp.,Apparel,10101,397,False,2,1
AzSsGZBR,Dickenson plc,Banking,41513,504,False,96,1
nfrxTQqE,"United Oil & Gas, Singapore",Finance,40379,756,False,99,1
ajFFAxXV,Edge Communications,Education,51423,605,False,52,1
slmXmMNx,Express Logistics and Transport,Chemicals,21447,154,False,1,1
OiqxCaVM,Express Logistics and Transport,Engineering,12705,22,False,18,1
UWzrJMOd,Express Logistics and Transport,Finance,99381,14,False,62,1
BtBUSbKj,University of Arizona,Education,79054,720,False,14,1
ZiOKZGcw,University of Arizona,Technology,98339,222,False,90,1
uSmWmvjO,Grand Hotels & Resorts Ltd,Healthcare,59543,530,False,1,1
RXMtWjGJ,Edge Communications,Education,3642,583,False,54,1
sZEUFRzg,Pyramid Construction Inc.,Government,17216,234,False,78,1
LTecdmxm,Pyramid Construction Inc.,Government,86783,567,False,23,1
EhOJWRAJ,Grand Hotels & Resorts Ltd,Government,13393,224,False,18,1
tpkyCPIH,University of Arizona,Technology,62369,130,False,78,1
pRopxqSB,"United Oil & Gas, UK",Banking,21622,-1,True,79,1
ftnIADjo,GenePoint,Banking,92974,321,False,32,1
JidsKLzk,Burlington Textiles Corp of America,Consulting,67515,229,False,50,1
LqbaupCU,Burlington Textiles Corp of America,Finance,57443,20,False,91,1
XJQuqlSR,"United Oil & Gas, Singapore",Chemicals,90771,294,False,38,0
aLvWzcjB,"United Oil & Gas, UK",Media,89700,7,False,90,1
QFbgXRhm,Burlington Textiles Corp of America,Healthcare,32937,756,False,77,1
zGSTyBtH,Burlington Textiles Corp of America,Engineering,48878,45,False,42,1
IEXsLeMA,Burlington Textiles Corp of America,Media,75854,787,False,46,1
VkIYEbrU,GenePoint,Consulting,70921,397,False,58,0
TFmseNOD,Express Logistics and Transport,Engineering,7761,383,False,35,1
VJsBkJtf,Edge Communications,Education,80137,141,False,81,1
CglxbJVr,Express Logistics and Transport,Finance,60801,-1,True,40,0
UAQgOPQf,GenePoint,Healthcare,81468,531,False,80,1
wJYEBOEU,Express Logistics and Transport,Education,89036,470,False,70,1
bJoJoWeJ,"United Oil & Gas, UK",Government,23699,651,False,78,1
qczuSyux,Express Logistics and Transport,Banking,86185,604,False,79,0
ivSzCdSM,Burlington Textiles Corp of America,Retail,47657,185,False,60,1
VRlFeWOI,GenePoint,Engineering,86142,53,False,32,1
BOBvxvJb,Grand Hotels & Resorts Ltd,Banking,14356,344,False,28,1
RrkZEftO,GenePoint,Apparel,24316,276,False,82,1
DMFKqKeS,"United Oil & Gas, Singapore",Retail,48091,-1,True,1,1
HYoHXTpw,"United Oil & Gas, UK",Media,33575,174,False,2,1
mFDHSjYV,"United Oil & Gas, Singapore",Banking,72686,367,False,79,1
EZeNfgRB,Edge Communications,Engineering,87487,488,False,33,1
fkMRkYUD,Express Logistics and Transport,Chemicals,84160,249,False,4,0
LbJhkPfa,"United Oil & Gas, UK",Electronics,67472,213,False,19,1
dfmjFUYV,Express Logistics and Transport,Apparel,20946,264,False,41,1
nFjXHRgj,sForce,Government,24763,263,False,78,1
DLGKFcDU,sForce,Engineering,63685,61,False,34,1
qHQHevPC,United Oil & Gas Corp.,Technology,28563,350,False,90,0
iFOaFnIW,"United Oil & Gas, UK",Apparel,26556,209,False,61,1
BDSRHxvV,United Oil & Gas Corp.,Education,2482,147,False,50,0
FuAmGMxw,Grand Hotels & Resorts Ltd,Electronics,21618,545,False,43,1
gSSzjnWV,Edge Communications,Retail,95456,547,False,75,0
MKvfySvz,Burlington Textiles Corp of America,Media,66032,750,False,99,0
MiHgwtmi,United Oil & Gas Corp.,Government,32674,362,False,89,1
MwHXVghA,Burlington Textiles Corp of America,Retail,61598,89,False,18,1
Waknctwb,Dickenson plc,Finance,19054,637,False,81,1
zZCUTGop,sForce,Apparel,85984,-1,True,87,1
jlAttWOL,sForce,Media,49633,-1,True,7,0
JwJvwTSV,"United Oil & Gas, UK",Government,35820,-1,True,78,1
nYlAhVdR,Express Logistics and Transport,Banking,38414,310,False,42,1
fbfWJnbF,Grand Hotels & Resorts Ltd,Media,9978,361,False,76,1
yrHMFjjy,"United Oil & Gas, Singapore",Government,18201,773,False,80,1
sdtMbioo,"United Oil & Gas, Singapore",Media,64019,-1,True,19,0
inUWehgt,Burlington Textiles Corp of America,Engineering,35464,322,False,38,1
qrLvEWBc,University of Arizona,Engineering,75498,593,False,79,1
SxnjAxdc,Grand Hotels & Resorts Ltd,Consulting,89124,324,False,53,1
isHOHOPz,Edge Communications,Apparel,4963,-1,True,71,0
QSifGDIn,GenePoint,Chemicals,72997,325,False,73,1
KhnfFzyO,United Oil & Gas Corp.,Engineering,46415,201,False,66,1
OqjTIkhl,Express Logistics and Transport,Healthcare,38457,511,False,94,1
ZjiawOFc,"United Oil & Gas, Singapore",Technology,64847,656,False,90,1
cKylvYns,Pyramid Construction Inc.,Consulting,15360,554,False,28,1
yLGrIfcY,Dickenson plc,Technology,73269,200,False,52,1
qFRnHkZb,Express Logistics and Transport,Retail,27169,758,False,72,0
WMjHWLGj,Dickenson plc,Finance,68658,-1,True,18,1
XiSRPZnx,sForce,Electronics,32562,562,False,28,1
HIIUntOW,Pyramid Construction Inc.,Media,87999,757,False,98,1
QPwYNspE,University of Arizona,Media,40700,749,False,8,0
bEmpKkdC,"United Oil & Gas, UK",Consulting,66422,102,False,62,1
ATfkflUS,Express Logistics and Transport,Consulting,15618,752,False,37,1
oSQVUFto,Burlington Textiles Corp of America,Chemicals,78223,445,False,15,1
kmSkcscq,GenePoint,Banking,54510,329,False,79,1
vOOWvCSu,Express Logistics and Transport,Technology,83031,247,False,75,1
DNOAHTyM,GenePoint,Chemicals,3251,196,False,75,1
KioNGEfI,"United Oil & Gas, Singapore",Consulting,58834,87,False,51,1
vgBYCYrN,sForce,Healthcare,1177,93,False,11,0
KleZaLMt,University of Arizona,Banking,27687,593,False,99,1
xORzTePd,sForce,Apparel,77139,553,False,20,1
lBwqkGex,Edge Communications,Banking,88493,293,False,71,1
OXYAzVQH,GenePoint,Consulting,47323,259,False,35,0
rmKKQOFO,Pyramid Construction Inc.,Consulting,43696,736,False,88,1
CstmfeDg,University of Arizona,Electronics,28094,336,False,82,1
fehYRvRc,Burlington Textiles Corp of America,Education,45856,370,False,50,1
CZCtHeHw,University of Arizona,Banking,37122,486,False,18,1
UqXPzMwm,sForce,Electronics,87823,521,False,21,1
WPGwyPyn,Grand Hotels & Resorts Ltd,Consulting,90166,514,False,47,1
ijqHitBw,"United Oil & Gas, UK",Chemicals,25750,751,False,55,1
aNTKdJjA,"United Oil & Gas, Singapore",Finance,79640,332,False,4,1
fYgExIip,United Oil & Gas Corp.,Government,54770,67,False,80,1
McWSGfQd,GenePoint,Healthcare,85631,137,False,54,1
ieAcLArY,Pyramid Construction Inc.,Apparel,3708,471,False,76,1
wlMJDYkp,University of Arizona,Media,12649,-1,True,64,0
TfkfzYKy,Edge Communications,Education,85422,540,False,28,1
dKVzPyxa,Grand Hotels & Resorts Ltd,Electronics,57731,317,False,11,1
qQUizPys,Express Logistics and Transport,Media,41869,578,False,97,1
uQBNlxZH,University of Arizona,Education,3446,-1,True,35,1
xClsmZnT,Burlington Textiles Corp of America,Engineering,7742,7,False,95,1
spSphHTb,GenePoint,Government,64625,328,False,40,1
ycfoPzPR,United Oil & Gas Corp.,Government,99899,155,False,60,1
ZfFwLeuH,Pyramid Construction Inc.,Banking,74195,738,False,2,1
fxAtHGzV,Express Logistics and Transport,Engineering,21916,505,False,37,1
BjfolhxZ,Express Logistics and Transport,Retail,85501,681,False,10,1
AaQyMIjE,Grand Hotels & Resorts Ltd,Chemicals,91735,532,False,81,1
uUQdGqxl,Grand Hotels & Resorts Ltd,Consulting,52440,606,False,90,1
TwQSrlQo,Grand Hotels & Resorts Ltd,Electronics,78639,-1,True,92,0
loLiFRyR,University of Arizona,Chemicals,29481,-1,True,68,1
AIlgkVDi,Edge Communications,Education,26427,634,False,22,1
NntGEmzt,Express Logistics and Transport,Consulting,93046,681,False,84,1
KPeAGegU,Edge Communications,Finance,70575,524,False,100,1
JomsurAy,Grand Hotels & Resorts Ltd,Banking,55705,718,False,2,0
bmyZQXhR,Pyramid Construction Inc.,Healthcare,15686,617,False,56,0
BckUirAB,Burlington Textiles Corp of America,Electronics,33185,-1,True,63,0
YFEKoHih,Pyramid Construction Inc.,Chemicals,23268,284,False,13,1
kAhHvtTj,sForce,Finance,42918,162,False,52,1
NfkiWjtF,United Oil & Gas Corp.,Electronics,96074,650,False,100,1
tLewpClG,"United Oil & Gas, UK",Retail,54840,414,False,67,1
NNkgVEYQ,University of Arizona,Media,80513,183,False,27,1
vAAlsetW,"United Oil & Gas, UK",Banking,20006,295,False,93,0
BLKJmLmJ,sForce,Retail,15466,0,False,49,1
dnuHClbe,Dickenson plc,Media,42283,493,False,13,1
BRVJQIIA,Burlington Textiles Corp of America,Government,13409,241,False,9,1
RpLOZFip,"United Oil & Gas, Singapore",Chemicals,60618,19,False,18,0
LeTPbmai,Burlington Textiles Corp of America,Retail,76301,694,False,80,1
zylClMYc,Pyramid Construction Inc.,Education,74946,748,False,43,1
aClesdhC,United Oil & Gas Corp.,Healthcare,77361,230,False,2,1
bPlbSHoB,GenePoint,Government,69116,-1,True,95,1
vVxADrpd,GenePoint,Apparel,48899,165,False,71,1
sUjSaMZm,Pyramid Construction Inc.,Media,49077,170,False,88,1
WsylGeIK,Pyramid Construction Inc.,Chemicals,9763,557,False,98,1
vXgwcrAp,Express Logistics and Transport,Chemicals,80800,-1,True,7,1
CxShiLYi,GenePoint,Education,56689,729,False,52,0
EaJKJuSq,Burlington Textiles Corp of America,Finance,39911,411,False,18,1
gTZbhwZi,Dickenson plc,Chemicals,82909,196,False,60,1
KMvlaBzG,Dickenson plc,Retail,1747,43,False,7,1
HUdSnMva,Grand Hotels & Resorts Ltd,Media,20508,725,False,20,1
EZvyJNly,"United Oil & Gas, Singapore",Consulting,77498,77,False,91,1
kiVSAEvV,Express Logistics and Transport,Engineering,49365,697,False,4,1
CGpNYXoK,Burlington Textiles Corp of America,Engineering,34132,494,False,44,1
KCromCKd,Pyramid Construction Inc.,Engineering,62482,445,False,45,1
WLAFlZrh,University of Arizona,Apparel,90732,559,False,42,1
xSIqkdjV,Express Logistics and Transport,Retail,12618,-1,True,27,1
bPZVTpTO,sForce,Healthcare,61919,440,False,57,1
qBySAdPz,Grand Hotels & Resorts Ltd,Government,24866,-1,True,50,1
hqpEvfvG,sForce,Finance,53550,443,False,37,1
BPowwIiC,Express Logistics and Transport,Technology,53799,153,False,100,1
PYAtFQWx,Dickenson plc,Engineering,11668,43,False,69,0
esNSpLPK,Dickenson plc,Banking,32940,15,False,48,1
HxJruxXY,"United Oil & Gas, UK",Media,44899,491,False,27,1
tvDlhzPP,United Oil & Gas Corp.,Government,99801,68,False,42,1
UGLGqpoY,sForce,Technology,29411,525,False,99,1
VVythhZf,Burlington Textiles Corp of America,Apparel,37016,696,False,74,1
xwoagLyl,sForce,Electronics,74193,223,False,10,1
JjcTVOgF,United Oil & Gas Corp.,Finance,7435,195,False,14,0
LftgtMYj,Dickenson plc,Apparel,39919,442,False,34,1
PvuZYukd,GenePoint,Consulting,9775,439,False,64,1
xNUoGKle,sForce,Government,56670,684,False,34,1
fkWhmtTS,"United Oil & Gas, UK",Banking,65058,469,False,96,1
iflzFSQl,Dickenson plc,Chemicals,18629,101,False,72,1
DyLVgHCT,"United Oil & Gas, UK",Finance,16704,202,False,31,1
naomMfll,United Oil & Gas Corp.,Electronics,89363,165,False,22,1
GEQFTZdu,GenePoint,Retail,17330,723,False,54,1
bKxknuKR,"United Oil & Gas, Singapore",Consulting,92285,8,False,11,1
yMfXAkjh,"United Oil & Gas, UK",Finance,79646,798,False,98,0
vMGdczdG,Edge Communications,Technology,50158,-1,True,60,1
usivxlNo,"United Oil & Gas, UK",Government,29610,69,False,18,0
RWjLVImy,Grand Hotels & Resorts Ltd,Consulting,77453,771,False,59,1
dMDOHVKm,Express Logistics and Transport,Electronics,81689,554,False,95,1
uMavwZFY,"United Oil & Gas, UK",Banking,7693,5,False,57,1
PaQAYvjy,United Oil & Gas Corp.,Healthcare,46675,129,False,19,1
CsnGtLKx,Dickenson plc,Finance,62265,-1,True,51,1
PQzbBOcJ,Burlington Textiles Corp of America,Technology,23046,269,False,43,1
btNbkLvc,University of Arizona,Government,39473,-1,True,15,1
FAnxariU,Express Logistics and Transport,Education,67958,550,False,16,1
RDfOUXLW,"United Oil & Gas, UK",Engineering,38757,-1,True,55,1
WXfPdnUm,GenePoint,Finance,79207,242,False,63,1
WthzBvUS,"United Oil & Gas, Singapore",Finance,14762,719,False,64,1
vrzQrtIJ,Pyramid Construction Inc.,Chemicals,98836,-1,True,42,1
ngRmPYvP,Grand Hotels & Resorts Ltd,Finance,3229,-1,True,78,1
zAqOoUgz,Burlington Textiles Corp of America,Technology,61772,592,False,93,1
nicDAMgw,"United Oil & Gas, Singapore",Consulting,53135,773,False,42,1
fbVqIsFs,GenePoint,Electronics,65769,54,False,17,1
vqNBqZug,Express Logistics and Transport,Healthcare,4974,596,False,48,1
IaZZoXWm,GenePoint,Technology,24248,57,False,8,0
hLckGski,Dickenson plc,Retail,97377,603,False,55,1
rugjhOga,Burlington Textiles Corp of America,Finance,33117,159,False,61,1
ftfgpTiA,Grand Hotels & Resorts Ltd,Electronics,91536,383,False,65,1
xuiqTTMY,sForce,Chemicals,87275,14,False,76,1
ayuKmsDl,"United Oil & Gas, UK",Media,62598,745,False,65,1
kGZLStMh,Dickenson plc,Technology,94616,68,False,32,1
qodKRljE,"United Oil & Gas, Singapore",Electronics,39588,441,False,28,1
GNRwDDFz,Grand Hotels & Resorts Ltd,Technology,89940,363,False,10,0
ZmyBKBPN,Edge Communications,Engineering,28221,636,False,12,1
JojGqITx,sForce,Banking,19902,179,False,70,1
ILRNovzt,Dickenson plc,Healthcare,24977,359,False,87,1
rFnqZhZa,Burlington Textiles Corp of America,Electronics,15602,366,False,13,1
satNtaby,Dickenson plc,Government,3660,678,False,91,1
QMckYVAq,Burlington Textiles Corp of America,Consulting,12902,20,False,94,1
xmmwonlD,"United Oil & Gas, Singapore",Electronics,54902,717,False,76,0
QEJfCBnV,Grand Hotels & Resorts Ltd,Consulting,18197,794,False,26,1
IVBzkdUQ,University of Arizona,Technology,93570,41,False,85,1
QRQnDrRN,"United Oil & Gas, UK",Electronics,50308,450,False,60,1
HteXFaFE,University of Arizona,Retail,24168,508,False,16,1
BVWgWxSm,Burlington Textiles Corp of America,Technology,19314,577,False,68,1
TdJXUrwB,GenePoint,Retail,29960,519,False,45,1
oNTwBvYH,"United Oil & Gas, UK",Education,4082,6,False,73,1
OhvLjeDZ,sForce,Chemicals,22114,544,False,10,1
ipJtOkbW,"United Oil & Gas, Singapore",Retail,69139,161,False,78,1
PXnFTloE,University of Arizona,Apparel,37856,217,False,70,1
bahFLKkm,Pyramid Construction Inc.,Education,46275,465,False,3,1
YEAURRkf,Pyramid Construction Inc.,Engineering,80646,646,False,71,1
mBDczJSH,Express Logistics and Transport,Media,92930,483,False,31,1
YimYRpFS,"United Oil & Gas, UK",Engineering,93188,-1,True,76,1
dbMFRrBK,"United Oil & Gas, UK",Chemicals,99896,769,False,81,1
CBbrUnoU,GenePoint,Healthcare,9375,759,False,78,1
LQbzDtds,"United Oil & Gas, Singapore",Media,12890,753,False,73,0
fsCAjZfA,University of Arizona,Banking,94468,294,False,46,1
qvjDpuXK,Edge Communications,Finance,42048,632,False,78,1
CaebDNlF,University of Arizona,Education,93800,576,False,34,1
TTmfsZRp,Grand Hotels & Resorts Ltd,Apparel,56944,8,False,6,1
HJMECTbv,Edge Communications,Technology,28365,434,False,47,1
rGVuEekJ,University of Arizona,Government,85225,376,False,5,1
wrTRtBxV,"United Oil & Gas, Singapore",Government,34348,393,False,54,1
tmkehXmC,University of Arizona,Government,46538,398,False,85,0
tdKYBXLa,University of Arizona,Consulting,9825,250,False,62,1
flowNuye,United Oil & Gas Corp.,Electronics,21970,487,False,62,1
qOGBDlRn,Pyramid Construction Inc.,Apparel,33903,393,False,100,1
AMdSsGuV,"United Oil & Gas, Singapore",Healthcare,75658,-1,True,19,1
dWpRNccN,Dickenson plc,Banking,17876,225,False,67,1
NrVjJhPi,United Oil & Gas Corp.,Finance,64470,234,False,88,1
NfGOhAuQ,"United Oil & Gas, Singapore",Apparel,56571,123,False,7,1
AmkVfUWq,Edge Communications,Consulting,53050,383,False,92,1
RDcRWWTI,"United Oil & Gas, UK",Electronics,66883,589,False,40,1
qEdhDWWx,Dickenson plc,Finance,44386,314,False,44,1
wsXYSEvI,sForce,Finance,52754,637,False,57,1
QjCfaRiZ,United Oil & Gas Corp.,Media,40900,746,False,68,0
YSuwxGQu,Burlington Textiles Corp of America,Banking,3051,229,False,75,0
cmNkZndh,"United Oil & Gas, Singapore",Chemicals,78544,46,False,2,1
CGBfKlMO,sForce,Electronics,5594,458,False,14,1
NAsgHIpE,Edge Communications,Education,83856,522,False,27,1
NpJfrxFe,Dickenson plc,Finance,65968,669,False,14,1
CcmsYYgR,University of Arizona,Education,8496,592,False,3,0
xbFIDjHh,"United Oil & Gas, UK",Chemicals,78320,420,False,39,1
vSGkDXgp,Burlington Textiles Corp of America,Banking,50962,-1,True,25,1
